t,J_mean,theta_mean,u_mean,W_inventory,source_integral,source_mean,collapsed_skin_thickness,front_position,reactant_penetration_depth,heat_source_localization,min_A,mean_A,min_D,mean_D,min_M,mean_M,surface_q,surface_n,surface_h
0.0,1.3000000000000003,5e-05,0.02,0.0260125,0.01998592311319874,0.01998592311319874,0.0,,0.0,1.2507636108788391,0.9969838832501374,0.9990403212534126,1.997987230356344,1.9993597079268588,0.9994966809113657,0.9998398953190375,-0.0009412736463271787,-0.6894983400189968,1.9803921568627454e-05
0.2,1.300111762170066,0.01073298896775095,0.08316982485242146,0.10793362536466307,0.0857820860136439,0.0857820860136439,0.0,,0.0,5.433667424678726,0.9979343964958359,0.9993918982844496,1.998621981653093,1.9995943832438048,0.9996554360451769,0.9998985823286414,-0.0002389543455644516,-0.38739565294518247,0.005989239189605009
0.4,1.300103848997276,0.030663057710395864,0.12126176864548945,0.1573968384158924,0.13138470861888651,0.13138470861888651,0.0,,0.019607843137254905,4.40206891316978,0.9979996919726292,0.9994928258822885,1.9986655710738206,1.9996617107386139,0.9996663370974217,0.9999154168556416,0.0003024313207319884,-0.3341755194858468,0.013812301102428036
0.6000000000000001,1.299996024181436,0.057190267509285214,0.14750936204148435,0.19144563971450726,0.16869959976831167,0.1686995997683117,0.0,,0.03921568627450981,3.884152215260825,0.9976973248507112,0.9994197367003801,1.9984637033142574,1.9996129281443904,0.9996158520363562,0.9999032176748175,0.0007648858558436111,-0.3102729974158799,0.022100790375275226
0.8,1.2998015255319428,0.08893983413617484,0.16583850252253027,0.2151616856414513,0.20070963960446325,0.20070963960446325,0.0,,0.05882352941176472,3.5809404175222683,0.9971677107974406,0.9992430103641402,1.9981100215731469,1.999494970449222,0.9995273937037622,0.9998737194847406,0.0011728010044502052,-0.2984235833869045,0.030572664166011898
1.0,1.2995291435959972,0.12498238522593766,0.178289128817662,0.23120682479953136,0.2288473695824432,0.2288473695824432,0.0,,0.05882352941176472,3.3900444112504684,0.996498414207718,0.9989995650620386,1.9976628791958697,1.9993324372695964,0.9994155489903953,0.9998330714044105,0.0015470424157220108,-0.2929418415923284,0.039131526564666834
1.2000000000000002,1.2991837228400762,0.16462216329821827,0.18613516346987466,0.24125088797271652,0.2539845193668217,0.2539845193668217,0.0,,0.05882352941176472,3.2669122596294766,0.9957522664203785,0.9987154551689704,1.9971641581127073,1.9991426898342286,0.9992907880122034,0.9997856132148147,0.0019059092140731176,-0.2912772424185296,0.047760956977856664
1.4000000000000001,1.2987668780636796,0.2073036903695901,0.19025865151412585,0.24644998015831568,0.2766846327935268,0.2766846327935268,0.0,,0.05882352941176472,3.1895022969919156,0.9949712187786872,0.9984064680677107,1.996641843169746,1.998936251550053,0.9991601080479164,0.9997339756690505,0.002263120203993718,-0.29209144905422624,0.05648244031682599
1.6,1.298278015296851,0.2525558124281889,0.19131872468818575,0.24766596136866342,0.2972959770779383,0.2972959770779383,0.0,,0.05882352941176472,3.146083315913694,0.9941757666180625,0.9980809919744643,1.996109614346039,1.998718714285087,0.9990269301066531,0.9996795567130087,0.0026270659915883787,-0.29461689412923686,0.06532858059574397
1.8,1.297715345939612,0.2999541219067578,0.1898431644468536,0.2455872596020157,0.31600835598343746,0.31600835598343746,0.0,,0.05882352941176472,3.1301038496058475,0.993371941011328,0.9977403497604698,1.9955714944350784,1.9984909557108932,0.9988922600034591,0.9996225754951027,0.0030014820079100196,-0.29838604706110416,0.07432684155429331
