t,J_mean,theta_mean,u_mean,W_inventory,source_integral,source_mean,collapsed_skin_thickness,front_position,reactant_penetration_depth,heat_source_localization,min_A,mean_A,min_D,mean_D,min_M,mean_M,surface_q,surface_n,surface_h
0.0,1.2999999999999998,4.9999999999999996e-05,0.02,0.026012500000000004,0.07994373398924638,0.07994373398924638,0.0,,0.0,1.2505617016904587,0.9969863314216022,0.9990408383580583,1.9979888657596805,1.999360052663286,0.9994970899680228,0.9998399815031443,-0.0009405127121299428,-0.6894955077750986,9.838709677419356e-06
0.2,1.3000384095134232,0.03943883254152367,0.064824333129171,0.08405084614622822,0.2954572737787403,0.2954572737787403,0.0,,0.0,6.165219709053051,0.9966818155952735,0.9993069546152591,1.9977854255535512,1.9995376064530321,0.9994462030275083,0.9998843788905958,0.000570273381271566,-0.43338717507809577,0.012177988776613533
0.4,1.2997770380114564,0.10740028417605475,0.07476158261979972,0.09678744240399563,0.41436807951739746,0.41436807951739746,0.0,,0.0,5.797203665163595,0.9945136608677512,0.998963782330327,1.9963357305726648,1.999308253955251,0.9990835126266118,0.9998270050235641,0.002016451324164212,-0.4212345069681306,0.027985776328163688
0.6000000000000001,1.2992448002678776,0.1907153576549836,0.07098018146818251,0.09166089237161236,0.48409983634060705,0.4840998363406071,0.0,,0.0,5.968212120198885,0.9914128800209957,0.9982659394706194,1.9942587867071377,1.9988415151041536,0.9985636650445692,0.9997102256905992,0.0032699968084412695,-0.43484925027611565,0.04418434374563966
0.8,1.2984837851531443,0.28111658196199385,0.061982902410319125,0.07977319466233423,0.5194026571758334,0.5194026571758336,0.0,,0.0,6.425147813495757,0.9877484595022584,0.9973452898084474,1.9917987184399126,1.9982248805687377,0.9979475731713909,0.9995558871694802,0.0043041431464659885,-0.4546164038217843,0.059678619872132556
1.0,1.297536233713169,0.3733427548219435,0.05231592455550922,0.06706132645219187,0.5344487131077,0.5344487131077,0.0,,0.0,7.034619741978462,0.9838325276416242,0.9963030138556331,1.9891630657275643,1.9975256135130333,0.99728708611298,0.9993807930608151,0.005143118730559559,-0.4740773878669391,0.07395291140122134
1.2000000000000002,1.296435699234372,0.46484245029653937,0.04390485003484083,0.05602864809456981,0.5409437240726729,0.5409437240726729,0.0,,0.0,7.70219164290951,0.9799000311441048,0.9952154459631807,1.986509215683603,1.9967946942208326,0.9966215965452115,0.9991976938770056,0.005844678970446215,-0.49129472185581186,0.0869597533157433
1.4000000000000001,1.2952034870218514,0.5548855637991349,0.037136476170250274,0.04716946079124806,0.545476797421369,0.545476797421369,0.0,,0.0,8.37054397302915,0.9760798308269428,0.99413341492484,1.983924340481917,1.9960662349951248,0.9959729758477908,0.9990151317172188,0.0064687107182275355,-0.5062251026120281,0.09891206639760898
1.6,1.2938505060909629,0.643553128233899,0.031780210258962556,0.040175685103142046,0.5504287727694142,0.5504287727694142,0.0,,0.0,9.017532971210791,0.9724139212665875,0.993074503256215,1.9814375137735087,1.9953521676673147,0.9953485594117008,0.9988361026116264,0.007057706764692542,-0.5193511141824416,0.11007313474966983
1.8,1.292381164574535,0.7311189775310596,0.02749407121303244,0.03459574367995942,0.5561560559295124,0.5561560559295124,0.0,,0.0,9.641781458565873,0.9688947367766426,0.9920381612551588,1.9790443329266592,1.9946522577946157,0.994747286351641,0.9986605561535766,0.007634869505934269,-0.5311237066282762,0.12065602490282817
2.0,1.2907966674190667,0.8178173695527036,0.02399654764942117,0.030057724487459837,0.5624177041162385,0.5624177041162385,0.0,,0.0,10.248966010157824,0.9654940131949195,0.991014215639442,1.976726197539895,1.9939597684288084,0.9941645212761949,0.9984868108658583,0.008210178974091653,-0.5418521639734573,0.13080859375445306
2.2,1.2890970201361243,0.9038007428556946,0.0210880272305719,0.026297257481470836,0.5689221685385709,0.5689221685385709,0.0,,0.0,10.845058727680359,0.9621785478506804,0.9899991004193577,1.9744609323838942,1.993272305470155,0.9935947172206443,0.9983142670720941,0.008786488838213063,-0.5517346103781654,0.1406284243276665
2.4000000000000004,1.2872820311370547,0.989154642598911,0.01863200208058729,0.02313309141558923,0.5754572993990071,0.5754572993990072,0.0,,0.0,11.43432906687173,0.9589171020218918,0.9889675247421758,1.9722274921454304,1.9925729440697473,0.993032598265415,0.998138689399728,0.009363381129017245,-0.5609002776876768,0.15017949262449015
2.6,1.285351739818147,1.0739200560958377,0.016533930173210996,0.02043948643556029,0.5818906011776486,0.5818906011776486,0.0,,0.0,12.019266511238628,0.9556827758283134,0.9879269773406041,1.9700076160942532,1.9918665846902754,0.9924735776744169,0.9979612970303366,0.009939189298512716,-0.569437601626718,0.15950405495432127
2.8000000000000003,1.2833065577340454,1.1581103957714434,0.01472611467175139,0.018126364289898982,0.5881440460639162,0.5881440460639162,0.0,,0.0,12.601024303500827,0.952453366270476,0.9868459446800494,1.9677861113227537,1.991132105274483,0.9919138315005547,0.9977768021639245,0.010511968249623693,-0.5774105777164211,0.16863034299492
3.0,1.2811472752354034,1.2417224991044413,0.01315817217678186,0.016126730459313097,0.5941736397444058,0.5941736397444058,0.0,,0.0,13.179841953786898,0.9492109167253576,0.9857372348188297,1.9655505780934732,1.9903779186393757,0.9913502315348188,0.9975872998774911,0.011079916014296212,-0.5848681330702454,0.1775774392790372
3.2,1.2788750138527767,1.3247433590512652,0.011791262953680342,0.01438902326441338,0.5999550350274651,0.5999550350274652,0.0,,0.0,13.755385728205672,0.9459410199300778,0.9845750927506303,1.9632909588252578,1.9895867170591832,0.9907802334076762,0.9973884543342705,0.011641536382986206,-0.5918496764656536,0.18635844075514849
3.4000000000000004,1.276491160351878,1.4071542069174392,0.010594600629993838,0.0128724618998211,0.6054759849828212,0.6054759849828212,0.0,,0.0,14.326960647169301,0.942632088510129,0.9833635162074118,1.9609990574495073,1.9887610213420415,0.9902017567764847,0.9971808863767211,0.012195671974601988,-0.598388406038459,0.19498251721961005
3.6,1.2739973006666643,1.4889330662126856,0.009543257901506353,0.011544109821033802,0.6107317244481585,0.6107317244481585,0.0,,0.0,14.893657401189577,0.9392747029962943,0.9820965674811382,1.95866810570054,1.987896717232162,0.9896130769449109,0.9969635573237565,0.01274148265609569,-0.6045133303168337,0.20345626686755588
3.8000000000000003,1.2713951606691807,1.570056399797089,0.008616726384411756,0.010376940897597341,0.6157224474624082,0.6157224474624082,0.0,,0.0,15.454447218547843,0.9358610532742088,0.9807552245917015,1.9562923884840588,1.9869809604475874,0.9890127310448609,0.9967332454927211,0.013278400690842893,-0.6102505010133183,0.21178460908163277
4.0,1.2686865565894812,1.6505002030378106,0.007797929304106839,0.009348511121875904,0.6204517885953464,0.6204517885953464,0.0,,0.0,16.008246055283394,0.932384490128102,0.9793422398381195,1.9538669409903209,1.9860154127969272,0.9883994420458361,0.9964903550416924,0.013806082676175155,-0.6156237728706003,0.21997136991537772
4.2,1.2658733546460417,1.7302407501361452,0.007072509497902621,0.008440000484043864,0.6249256175296043,0.6249256175296043,0.0,,0.0,16.553965830453933,0.9288391644006601,0.9778492144123424,1.951387302957792,1.9849942897284225,0.9877720569671636,0.9962334277142095,0.014324365363841615,-0.6206552798891803,0.22801967210413535
4.4,1.2629574389135805,1.8092550934222158,0.006428310792023406,0.007635514758670216,0.6291514965341091,0.6291514965341091,0.0,,0.0,17.090544554037056,0.9252197391166808,0.976266653597012,1.9488493206633097,1.9839110630785102,0.9871294969582326,0.9959608184752151,0.014833226920101278,-0.6253657298533132,0.23593218897094995
4.6000000000000005,1.2599406862651223,1.8875214078205835,0.0058549786276975106,0.00692154889606429,0.6331380923299471,0.6331380923299471,0.0,,0.0,17.61697271957961,0.9215211712784198,0.9745826285270414,1.9462489950179955,1.9827575661907835,0.9864707188776676,0.9956704716132693,0.015332757288896659,-0.6297745943645369,0.24371130726945972
4.800000000000001,1.2568249465294274,1.9650192189620848,0.005343649697469699,0.0062865706008679075,0.6368947581864697,0.6368947581864697,0.0,,0.0,18.13231274007874,0.9177385282709504,0.9727754592263714,1.9435823517088588,1.9815191105645278,0.9857946823113352,0.9953586995580449,0.015823133468242434,-0.6339002352209029,0.2513592359535912
5.0,1.2536120269360544,2.0417295456174966,0.004886707787756393,0.005720693280730303,0.6404313307946345,0.6404313307946345,0.032258064516129004,0.967741935483871,0.0,18.635709773130312,0.913866844921658,0.9707845648081767,1.940845337925633,1.9801550407336443,0.9851003231958455,0.9950153208447483,0.016304601882918685,-0.6377599908623924,0.25887807426480797
5.2,1.250303679645138,2.117634984965335,0.004477584748465609,0.005215410148316435,0.6437578504111305,0.6437578504111305,0.06451612903225801,0.935483870967742,0.0,19.126402192795915,0.9099010001338673,0.9686575288570946,1.9380337310716578,1.9786967690472979,0.9843865303605832,0.9946481682458108,0.016777464713956566,-0.6413702401417921,0.2662698539783049
5.4,1.246901591663243,2.1927197511217793,0.0041105996804039245,0.004763379734839461,0.6468844409338421,0.6468844409338421,0.09677419354838701,0.903225806451613,0.0,19.603725709251258,0.9058356088939452,0.9664623289136955,1.9351430565571717,1.9771893438974764,0.9836521242546111,0.9942684859354872,0.01724207019751979,-0.6447464523824851,0.2735365650291374
5.6000000000000005,1.243407376311553,2.266969681973572,0.0037808254553230395,0.0043582483086325825,0.6498211597590767,0.6498211597590768,0.09677419354838701,0.903225806451613,0.0,20.06711665311735,0.9016649217555321,0.9641991898453275,1.9321685090655532,1.9756326431000455,0.9828958364316178,0.9938762251866219,0.01769880610355938,-0.6479032299500775,0.28068017080688984
5.800000000000001,1.2398225657672215,2.3403722207749937,0.003483978082588305,0.003994502931337121,0.6525778867526216,0.6525778867526216,0.12903225806451601,0.870967741935484,0.0,20.516112680110773,0.8973827242856512,0.96186826384879,1.9291048718124055,1.9740264813249997,0.9821162883896641,0.9934713204271961,0.01814809534915944,-0.6508543459492643,0.28770261624304005
6.0,1.2361486043093948,2.412916378925341,0.003216324651318011,0.0036673493567941427,0.6551642826380986,0.6551642826380986,0.12903225806451601,0.870967741935484,0.0,20.950350058144924,0.8929822315529082,0.9594696234762193,1.9259464300247406,1.9723706037295505,0.9813119687870043,0.9930536875233067,0.01859039348261897,-0.6536127789044219,0.2946058311695431
6.2,1.2323868419416109,2.4845926864177,0.0029746054621081217,0.003372609297355536,0.6575897163059238,0.6575897163059238,0.16129032258064502,0.838709677419355,0.0,21.369560765195025,0.8884559736339133,0.9570032544839091,1.9226868753796513,1.9706646792185138,0.9804812081767259,0.9926232219500348,0.01902618787896425,-0.6561907455380921,0.30139173054617463
6.4,1.2285385279582008,2.5553931323948182,0.0027559684544731992,0.0031066338241685985,0.6598632191934839,0.6598632191934839,0.16129032258064502,0.838709677419355,0.0,21.77356793354768,0.883795666889892,0.9544690480414268,1.919319197115892,1.9689082929329476,0.9796221501314252,0.9921797967440307,0.01945599871158911,-0.6585997324922365,0.3080622137163558
6.6000000000000005,1.2246048041340236,2.625311098829003,0.002557913811216146,0.00286623004586156,0.661993482253897,0.661993482253897,0.19354838709677402,0.806451612903226,0.0,22.16227914317438,0.8789920627607908,0.95186679195506,1.915835553156702,1.967100937648172,0.9787327170091409,0.9917232601516114,0.01988038117291485,-0.6608505266979521,0.3146191625715753
6.800000000000001,1.2205866975583068,2.694341290521951,0.002378246067037236,0.002648597019562192,0.663988691952737,0.6639886919527371,0.19354838709677402,0.806451612903226,0.0,22.53568443997943,0.8740347696811601,0.9491961608094875,1.912227117098887,1.9652420039345997,0.9778105692348776,0.9912534329294415,0.02029992950455252,-0.6629532445843243,0.3210644389007961
7.0,1.2164851121763844,2.762479656968287,0.0022150358293970777,0.0024512778538341245,0.6658569020698734,0.6658569020698734,0.22580645161290303,0.774193548387097,0.0,22.893836099710242,0.868912025544186,0.9464567041185504,1.9084838833455433,1.9633307682976897,0.9768530534780039,0.9907701050890219,0.02071528057301507,-0.6649173589027577,0.32739988112309604
7.2,1.2123008182812596,2.829723318773932,0.0020665812717348643,0.0022721064161442994,0.6676050513171766,0.6676050513171767,0.22580645161290303,0.774193548387097,0.0,23.236868272731083,0.8636104100649452,0.9436478313675801,1.90459442066169,1.9613663782466835,0.975857137104214,0.9902730318007495,0.02112711903733966,-0.6667517333781591,0.33362730354754827
7.4,1.2080344410202766,2.8960704838235376,0.0019313884468355994,0.0021091823816997758,0.6692415985530126,0.6692415985530126,0.25806451612903203,0.741935483870968,0.0,23.564925505319536,0.8581145407810714,0.9407687952001907,1.900545603948596,1.959347835240476,0.9748193363702705,0.989761928700202,0.021536191265827898,-0.6684646044884283,0.33974848569882
7.6000000000000005,1.2036864597618748,2.9615204352400837,0.00180812940816418,0.0019608179323053238,0.6707716938274171,0.6707716938274172,0.25806451612903203,0.741935483870968,0.0,23.87826472728433,0.8524067981612686,0.9378186838043358,1.8963223559556195,1.9572739841310087,0.97373564635854,0.9892364688322605,0.02194333620212542,-0.670063694378061,0.3457651784869242
7.800000000000001,1.199257170216301,3.0260733101442976,0.001695638146657713,0.001825528292957091,0.6722021516374603,0.6722021516374603,0.29032258064516103,0.709677419354839,0.0,24.177132118345128,0.8464663702204162,0.9347963721926102,1.891906868911946,1.9551434677963555,0.9726013363037233,0.9886962703855188,0.022349447927255156,-0.6715561283849106,0.3516790965001475
