t,source_integral,heat_loss_surface,reactant_supply_surface,reactant_inventory,heat_inventory,J_min,J_mean,J_max,phi_min,phi_mean,phi_max,theta_min,theta_mean,theta_max,u_min,u_mean,u_max,A_min,A_mean,A_max,D_over_D0_min,D_over_D0_mean,D_over_D0_max,M_over_M0_min,M_over_M0_mean,M_over_M0_max,geometric_skin_thickness,functional_skin_thickness,A_functional_skin_thickness,D_functional_skin_thickness,M_functional_skin_thickness,surface_q,surface_n,surface_h,mean_abs_internal_h
0.0,0.025994257358295757,1.9803921568627454e-05,0.6894983400189968,0.0260125,5e-05,1.2950023714014331,1.3000000000000003,1.304997628598567,0.11494273760564956,0.11538546883058841,0.11582990372262572,9.80392156862745e-07,5e-05,9.901960784313727e-05,0.015002371401433174,0.02,0.02499762859856683,0.9969838832501374,0.9990403212534126,1.0,0.998993615178172,0.9996798539634294,1.0,0.9994966809113657,0.9998398953190375,1.0,0.0,0.0,0.0,0.0,0.0,-0.0009412736463271787,-0.6894983400189968,1.9803921568627454e-05,2.0000000000000005e-05
0.2,0.10946641230596982,0.007715797420653524,0.39146287834934823,0.10514135790020265,0.013748503028671196,1.2963893678859781,1.3001045843517647,1.3034401935306936,0.11508007865990959,0.11537573093396061,0.1157059782468017,0.005528256325388052,0.013748503028671196,0.038630310846150415,0.01847937648322338,0.08102458136904508,0.4407673166437882,0.9978225178506023,0.9993842800941185,1.0,0.999273645100428,0.9997946467462417,1.0,0.9996367565707216,0.9998973092053146,1.0,0.0,0.0,0.0,0.0,0.0,-0.00015979538686397565,-0.39146287834934823,0.007715797420653524,0.0067855331746396515
0.4,0.16630456195837653,0.017759818389478214,0.34273863750708405,0.14994813364335247,0.03903542475654502,1.2961945193044582,1.3000715684189712,1.30256703650725,0.11515722093061359,0.11537858549768983,0.11572337158198327,0.011040859697070561,0.03903542475654502,0.08959197579207286,0.01599450468915319,0.11554801381938899,0.5103733749898799,0.9977047773586412,0.9994434062995875,1.0,0.9992343396414488,0.9998143603911428,1.0,0.99961709650585,0.9999071666413767,1.0,0.0,0.0,0.0,0.0,0.0,0.0004741907009598173,-0.34273863750708405,0.017759818389478214,0.016186175987695554
0.6000000000000001,0.2118873956366589,0.028361966207303402,0.32315520266684694,0.17829320703387797,0.0723941257655355,1.2953301235864276,1.2999203995783997,1.3025604582875354,0.11515780250016468,0.11539211815634175,0.11580059574673485,0.0215137726992981,0.0723941257655355,0.144080746505836,0.016174648721860713,0.1374293518352554,0.5383497104759329,0.9971821645776043,0.9993072052047005,1.0,0.9990598378095846,0.9997689014372564,1.0,0.999529808353645,0.999884429834265,1.0,0.0,0.0,0.0,0.0,0.0,0.0010256040737002259,-0.32315520266684694,0.028361966207303402,0.025466929412274807
0.8,0.24994986400936967,0.03914374663564088,0.31539104378391025,0.19572209895690817,0.1119361715389439,1.2940479035501327,1.299665396848236,1.303136026514958,0.11510693968085013,0.11541502507431971,0.11591533790092713,0.04076174233025293,0.1119361715389439,0.1998956553070058,0.019961022347349568,0.15094566697033107,0.5494413660229853,0.9964060710073156,0.9990539842584498,1.0,0.9988005855053738,0.9996843695820655,1.0,0.9994001128023668,0.9998421482804503,1.0,0.0,0.0,0.0,0.0,0.0,0.001515974971728118,-0.31539104378391025,0.03914374663564088,0.033315410361533064
1.0,0.28227287880390695,0.04995931327698709,0.3137332863239087,0.20525203571220052,0.15633327532926394,1.2925121398085755,1.2993166948100405,1.3039420082286703,0.11503579074330637,0.11544641606944626,0.11605306857869466,0.06916400221436025,0.15633327532926394,0.2562407732455289,0.025262716494491366,0.1584057344509635,0.5518095909658447,0.9954751523980085,0.9987242966008205,1.0,0.9984894365851348,0.9995742684803925,1.0,0.999244432823141,0.9997870720421018,1.0,0.0,0.0,0.0,0.0,0.0,0.001966020164110585,-0.3137332863239087,0.04995931327698709,0.03947827948991948
1.2000000000000002,0.3099464536331048,0.060762917997121614,0.3156124293212827,0.20884871675885816,0.20455334005559073,1.2908377097292416,1.2988803946789966,1.3047514049451974,0.11496442880343198,0.11548574283395088,0.1162036086096858,0.10555442210927161,0.20455334005559073,0.312886381031444,0.030228555366510323,0.16130845644031772,0.5491251009695961,0.9944584848732246,0.9983494365816018,1.0,0.998149405361053,0.9994490224403529,1.0,0.9990742741535024,0.999724412371458,1.0,0.0,0.0,0.0,0.0,0.0,0.0023948036666925493,-0.3156124293212827,0.060762917997121614,0.044146364993473707
1.4000000000000001,0.3336855380750568,0.07155604404980209,0.3196770037785367,0.2079246588471882,0.255745645558912,1.2891072924546536,1.298359231768739,1.3054429862109438,0.11490352438552365,0.11553274120202629,0.11635959309048473,0.1483527332292511,0.255745645558912,0.36971486637549367,0.03380314095719996,0.16073190427349235,0.5433185660306619,0.9934059614264475,0.9979482887662181,1.0,0.9977971376180849,0.9993149259043017,1.0,0.9988979615038884,0.9996573164294821,1.0,0.0,0.0,0.0,0.0,0.0,0.0028165002916239607,-0.3196770037785367,0.07155604404980209,0.04759254297163606
1.6,0.35396028610197233,0.08235355297048808,0.325147759815315,0.20356901329847624,0.30917419649271155,1.287360137176065,1.2977537165609105,1.3059611714098798,0.11485793244378324,0.11558734569531738,0.11651751181999302,0.19600399975191773,0.3091741964927116,0.42666183623278725,0.03558929856144122,0.15750955809297537,0.5355032002638357,0.992341332324539,0.9975307825784561,1.0,0.9974405650020225,0.9991752898342665,1.0,0.9987194625309094,0.9995874398333878,1.0,0.0,0.0,0.0,0.0,0.0,0.0032391845378379885,-0.325147759815315,0.08235355297048808,0.05009258920368815
1.8,0.37109002437506944,0.09316372511607945,0.33154255429167084,0.196670395244444,0.36417793441342455,1.2856082395741282,1.2970633013306314,1.3062879439567414,0.11482920032596378,0.11564959648836051,0.11667629016572664,0.24711803120781575,0.36417793441342455,0.4840391454326298,0.035615129327348956,0.15232305075252583,0.5263677795833274,0.9912718668539522,0.9970985394438083,1.0,0.9970821156668388,0.9990306533203741,1.0,0.9985399919150234,0.9995150519465564,1.0,0.0,0.0,0.0,0.0,0.0,0.0036655851568087316,-0.33154255429167084,0.09316372511607945,0.052048893351717515
2.0,0.3853258230431307,0.10397944471532988,0.3385402664703392,0.18798291668137326,0.4201513869698129,1.283847765912924,1.2962873032795073,1.3064256069506848,0.11481710033999833,0.11571956048823033,0.11683628229343637,0.300501325474378,0.4201513869698129,0.5414179210672274,0.034148512140026364,0.14575166868581618,0.5163710478995154,0.9901951976472577,0.9966497449317576,1.0,0.9967209913301377,0.9988804059008666,1.0,0.9983591493349834,0.9994398468213365,1.0,0.0,0.0,0.0,0.0,0.0,0.00409458867980822,-0.3385402664703392,0.10397944471532988,0.0535372077890192
2.2,0.3969168573694879,0.11477707565429257,0.3459092447732109,0.1781571855369231,0.4765412610692961,1.2820678972364463,1.2954255185846386,1.3063863959897783,0.1148205465553345,0.11579727510105468,0.11699848371785268,0.35515616298684877,0.4765412610692961,0.5986496248903552,0.03156817163405482,0.13829554506270803,0.5058439360382702,0.9891046560233064,0.9961804241622505,1.0,0.9963549470813342,0.9987232127248382,1.0,0.9981758095388477,0.9993611557828506,1.0,0.0,0.0,0.0,0.0,0.0,0.004522756279328272,-0.3459092447732109,0.11477707565429257,0.05472457253856938
2.4000000000000004,0.4061537499403356,0.12551997735790008,0.3534703435598657,0.1677496476441236,0.5328538667075905,1.280256638669694,1.294478555722202,1.306186349519632,0.1148381316763604,0.11588271499266974,0.11716400873801676,0.41027226495801244,0.5328538667075905,0.655766442792113,0.02827723135935049,0.13038262508595125,0.495042366343049,0.9879928007485647,0.995685919146323,1.0,0.9959814717002959,0.9985575079024164,1.0,0.9979887130101862,0.9992781942164757,1.0,0.0,0.0,0.0,0.0,0.0,0.004945585086045062,-0.3534703435598657,0.12551997735790008,0.05582678970268951
2.6,0.41338439668968385,0.13616430267083254,0.3610795088897254,0.15722081782490355,0.5886674709434647,1.2783993809666723,1.293447948383666,1.3058418115243224,0.11486843098162362,0.11597577821140086,0.11733422452580997,0.465217222883557,0.5886674709434647,0.7123347446139456,0.024647171240425363,0.12236728153883203,0.48417213015753513,0.986850523446142,0.9951617864423887,1.0,0.9955974855256744,0.9983817948893625,1.0,0.9977963144049004,0.9991902119057458,1.0,0.0,0.0,0.0,0.0,0.0,0.005358464411214986,-0.3610795088897254,0.13616430267083254,0.05684067360999502
2.8000000000000003,0.41900269370792276,0.14666531046704878,0.36862108486101997,0.14693069329120312,0.6436438956607573,1.2764934521650524,1.2923361056404543,1.3053676309439588,0.11491015744854156,0.11607628742115851,0.11750941592813183,0.519524934489369,0.6436438956607573,0.768038692002846,0.02098458224542193,0.11452680407740316,0.47339845019854293,0.9856760055892514,0.9946030541940075,1.0,0.9952023522880696,0.998194399892362,1.0,0.9975982917543472,0.999096369867553,1.0,0.0,0.0,0.0,0.0,0.0,0.005757333795679387,-0.36862108486101997,0.14666531046704878,0.05777808302494015
3.0,0.4234185377164827,0.156982820667722,0.3760057663142836,0.13713780623354033,0.6975345229336337,1.2745371736517153,1.291146159103646,1.3047763948618272,0.11496222693075671,0.1161840011777442,0.11768978033824658,0.5728795059630168,0.6975345229336337,0.8226674266399941,0.017515605280887414,0.10706065423389644,0.46284890526530903,0.9844680242164664,0.9940066689479806,1.0,0.9947956335972532,0.9979942882652335,1.0,0.9973944219406291,0.9989961486493143,1.0,0.0,0.0,0.0,0.0,0.0,0.006139073290195696,-0.3760057663142836,0.156982820667722,0.05865841377158573
3.2,0.4270194774468515,0.16708498096581925,0.3831696673731445,0.12800503716129888,0.7501783349356089,1.2725311475232353,1.2898817557975846,1.3040783140244343,0.11502376689103463,0.11629863093514181,0.11787530725039572,0.6250935290494899,0.7501783349356089,0.8760590996844879,0.014384909602360578,0.10009487327685707,0.45261476089550784,0.9832267547946197,0.9933705798239649,1.0,0.9943773602892062,0.9977807597509611,1.0,0.9971847168386332,0.9988891960151725,1.0,0.0,0.0,0.0,0.0,0.0,0.006501655925104766,-0.3831696673731445,0.16708498096581925,0.0594863521600395
3.4000000000000004,0.4301365989101206,0.17694999878980036,0.3900724353352018,0.11961253671807832,0.8014920419955623,1.2704783263643926,1.2885468407036795,1.3032814628237863,0.11509409462097225,0.1164198597149873,0.11806576852770151,0.6760818198112788,0.8014920419955623,0.9281079252544302,0.011665160627417894,0.09369193120464311,0.4427536638068545,0.9819538290804631,0.9926886391632792,1.0,0.9939480538797507,0.9975517487855506,1.0,0.9969694343164318,0.9987744771091537,1.0,0.0,0.0,0.0,0.0,0.0,0.006844110298861353,-0.3900724353352018,0.17694999878980036,0.0602583434967103
3.6,0.4330245487979998,0.18656600620411742,0.39669387005316126,0.11197567971084704,0.8514544935872265,1.2683830711902013,1.2871454608279658,1.302392192590909,0.11517268058985985,0.11654735941149927,0.11826080259747225,0.7258332970213727,0.8514544935872265,0.9787616438568939,0.009372671977689293,0.0878644496991458,0.43329447135262683,0.980651765255948,0.9919586585651254,1.0,0.9935085363031101,0.9973065096838387,1.0,0.9967489830674989,0.9986516170282852,1.0,0.0,0.0,0.0,0.0,0.0,0.007166351771673352,-0.39669387005316126,0.18656600620411742,0.06096743177305293
