Bi_T,label,is_oscillatory,theta_mean_final,J_mean_final,nfev
0.08,steady_cold_nonuniform,0,0.002958177758847139,1.3000331608940197,48
0.1,steady_cold_nonuniform,0,0.00295606940355167,1.3000331626168118,48
