case_id,A,D_over_D0,J,M_over_M0,functional_barrier,geometric_collapsed,phi,t,x
baseline_default,0.970564176039351,0.9900901685616141,1.2523046168852734,0.9950327462420553,False,False,0.1197791639330368,1.8,0.9509803921568627
baseline_default,1.0,1.0,1.3144736289845709,1.0,False,False,0.11411411890847502,2.0,0.16666666666666666
baseline_default,1.0,1.0,1.3050845805513869,1.0,False,False,0.11493507948475362,2.0,0.4019607843137255
baseline_default,0.9913899280267345,0.9971216985110395,1.285801479347676,0.9985598120811815,False,False,0.11665875518831982,2.0,0.6372549019607843
baseline_default,0.9727811643843172,0.9908434601402462,1.2558150094069576,0.9954112004766309,False,False,0.11944434401276631,2.0,0.8725490196078431
baseline_default,1.0,1.0,1.3160593581492313,1.0,False,False,0.11397662200506242,2.2,0.08823529411764705
baseline_default,1.0,1.0,1.3088282753870215,1.0,False,False,0.11460632599463431,2.2,0.3235294117647059
baseline_default,0.9951157819211446,0.9983692692039782,1.2919199310108602,0.9991843018870118,False,False,0.11610626664969306,2.2,0.5588235294117647
baseline_default,0.9773690534387597,0.9923987122208284,1.2631209376061907,0.9961921053545231,False,False,0.11875347445690605,2.2,0.7941176470588235
baseline_default,1.0,1.0,1.3165754003522625,1.0,False,False,0.11393194796125314,2.4000000000000004,0.00980392156862745
baseline_default,1.0,1.0,1.311867317607672,1.0,False,False,0.11434083156636661,2.4000000000000004,0.24509803921568626
baseline_default,0.998511296985773,0.9995035191848739,1.2975300178056068,0.9997517287700529,False,False,0.11560426189883545,2.4000000000000004,0.4803921568627451
baseline_default,0.9825087737524751,0.9941352598874158,1.2713727318169232,0.9970633174602901,False,False,0.11798270974841066,2.4000000000000004,0.7156862745098039
baseline_default,0.9612022384314722,0.9868964425448151,1.2376225885328431,0.9934266144126818,False,False,0.12120011495412311,2.4000000000000004,0.9509803921568627
baseline_default,1.0,1.0,1.3140183466527535,1.0,False,False,0.11415365727738917,2.6,0.16666666666666666
baseline_default,1.0,1.0,1.3024271297150998,1.0,False,False,0.11516959112546422,2.6,0.4019607843137255
baseline_default,0.9874458536692352,0.9957976477684456,1.2793668940689409,0.9978966115414848,False,False,0.11724549126242827,2.6,0.6372549019607843
baseline_default,0.9650404112355112,0.9882082920969454,1.2436143550336134,0.9940866605079445,False,False,0.12061616962916585,2.6,0.8725490196078431
baseline_default,1.0,1.0,1.315124648629653,1.0,False,False,0.11405762956104466,2.8000000000000003,0.08823529411764705
baseline_default,1.0,1.0,1.3064628748528473,1.0,False,False,0.114813825090051,2.8000000000000003,0.3235294117647059
baseline_default,0.9918988540121007,0.9972922922079791,1.28663492311895,0.9986452283090428,False,False,0.11658318712225132,2.8000000000000003,0.5588235294117647
baseline_default,0.9711666910860558,0.9902950054452039,1.2532573591913307,0.9951356706895785,False,False,0.1196881062775391,2.8000000000000003,0.7941176470588235
baseline_default,1.0,1.0,1.3150150594696735,1.0,False,False,0.11406713476003295,3.0,0.00980392156862745
baseline_default,1.0,1.0,1.309516135805974,1.0,False,False,0.11454612577773149,3.0,0.24509803921568626
baseline_default,0.9957599682817515,0.998584653633505,1.292981748737958,0.9992920762136486,False,False,0.11601091828744732,3.0,0.4803921568627451
baseline_default,0.9774245345168407,0.9924174899771832,1.2632096319128245,0.996201530080235,False,False,0.11874513636573637,3.0,0.7156862745098039
baseline_default,0.952129117309514,0.9837813918969947,1.223608012711118,0.9918575428287929,False,False,0.12258827863316187,3.0,0.9509803921568627
baseline_default,1.0,1.0,1.3114801450079667,1.0,False,False,0.11437458704271028,3.2,0.16666666666666666
baseline_default,0.9989788221734058,0.9996594914466274,1.298305030992516,0.9998297312261363,False,False,0.11553525282523894,3.2,0.4019607843137255
baseline_default,0.9831319157362757,0.9943453876873556,1.272378050327957,0.997168685271274,False,False,0.11788949043984005,3.2,0.6372549019607843
baseline_default,0.9574094367681901,0.9855966650015785,1.2317387586721724,0.9927722094100743,False,False,0.12177906958266183,3.2,0.8725490196078431
baseline_default,1.0,1.0,1.3122538003951842,1.0,False,False,0.11430715609650176,3.4000000000000004,0.08823529411764705
baseline_default,1.0,1.0,1.3025313601265154,1.0,False,False,0.11516037509103078,3.4000000000000004,0.3235294117647059
baseline_default,0.9881094056939378,0.9960206527855071,1.2804464323568123,0.9980083428452878,False,False,0.11714664214722934,3.4000000000000004,0.5588235294117647
baseline_default,0.9648206368686493,0.9881332693768328,1.2432702389341421,0.9940489252722673,False,False,0.12064955413763886,3.4000000000000004,0.7941176470588235
baseline_default,1.0,1.0,1.3116997912683983,1.0,False,False,0.11435543483234968,3.6,0.00980392156862745
baseline_default,1.0,1.0,1.3055944118427105,1.0,False,False,0.11489019762905589,3.6,0.24509803921568626
baseline_default,0.9923182794978388,0.9974328411763381,1.2873223404767806,0.9987155956584197,False,False,0.11652093285699142,3.6,0.4803921568627451
baseline_default,0.9719754306039731,0.9905698192580354,1.2545377041416672,0.9952737397440257,False,False,0.1195659560528134,3.6,0.7156862745098039
baseline_default,0.9428542903233922,0.9805765656903217,1.209494581567772,0.9902406556816828,False,False,0.12401874492531159,3.6,0.9509803921568627
baseline_default,1.0,1.0,1.307426854946191,1.0,False,False,0.11472917160338844,3.8000000000000003,0.16666666666666666
baseline_default,0.9957514139343191,0.9985817940866158,1.292967640855401,0.9992906454261905,False,False,0.11601218411062714,3.8000000000000003,0.4019607843137255
baseline_default,0.9783043447938975,0.9927151697637141,1.2646172373334414,0.99635092634674,False,False,0.11861296491283672,3.8000000000000003,0.6372549019607843
baseline_default,0.9495041325921602,0.9828764736798786,1.219592011360679,0.9914012640123641,False,False,0.12299195026101181,3.8000000000000003,0.8725490196078431
baseline_default,1.0,1.0,1.3079551838918924,1.0,False,False,0.1146828284694486,4.0,0.08823529411764705
baseline_default,0.998403258849676,0.9994674693830223,1.297351012369806,0.9997336992299148,False,False,0.11562021270249948,4.0,0.3235294117647059
baseline_default,0.9837196901523125,0.9945435079308764,1.2733272806189464,0.9972680217396079,False,False,0.11780160708336282,4.0,0.5588235294117647
baseline_default,0.9580675232370413,0.9858224343792213,1.2327570302682873,0.9928859095171443,False,False,0.12167847865962297,4.0,0.7941176470588235
baseline_default,1.0,1.0,1.3070573152110885,1.0,False,False,0.11476160858009134,4.2,0.00980392156862745
baseline_default,1.0,1.0,1.3004354624410663,1.0,False,False,0.11534597781456438,4.2,0.24509803921568626
baseline_default,0.9882328005871449,0.99606211204226,1.280647318754596,0.9980291136303499,False,False,0.11712826615361364,4.2,0.4803921568627451
baseline_default,0.9660159091135586,0.9885411530345304,1.2451432723235163,0.9942540669932538,False,False,0.12046806446626056,4.2,0.7156862745098039
baseline_default,0.9331180641717366,0.9771896125562908,1.194904484261783,0.9885290078680589,False,False,0.12553304634442863,4.2,0.9509803921568627
baseline_default,1.0,1.0,1.3021750144954154,1.0,False,False,0.11519188920862841,4.4,0.16666666666666666
baseline_default,0.9918646180818075,0.9972808180404439,1.286578833864628,0.998639483424987,False,False,0.11658826964332197,4.4,0.4019607843137255
baseline_default,0.9729089412012036,0.9908868414342615,1.2560177279746672,0.9954329908880335,False,False,0.11942506595179632,4.4,0.6372549019607843
baseline_default,0.9411203530460849,0.9799750911137971,1.2068794829779044,0.9899369075785595,False,False,0.12428747204309397,4.4,0.8725490196078431
baseline_default,1.0,1.0,1.3025114177398887,1.0,False,False,0.11516213827920162,4.6000000000000005,0.08823529411764705
baseline_default,0.9946273459693956,0.9982058981250195,1.2911156185849584,0.9991025463106723,False,False,0.11617859612324846,4.6000000000000005,0.3235294117647059
baseline_default,0.9787361934203093,0.9928612184685519,1.2653089120408976,0.9964242154774243,False,False,0.11854812573639066,4.6000000000000005,0.5588235294117647
baseline_default,0.9507773743883355,0.9833156098635215,1.2215378184380685,0.9916227119448828,False,False,0.12279603442143035,4.6000000000000005,0.7941176470588235
baseline_default,1.0,1.0,1.301330047695776,1.0,False,False,0.11526668447070768,4.800000000000001,0.00980392156862745
baseline_default,0.9965215573305958,0.9988391719752477,1.2942385957157387,0.9994194174327097,False,False,0.11589825902004346,4.800000000000001,0.24509803921568626
baseline_default,0.9835460517977161,0.9944849881262995,1.273046764030637,0.9972386812412237,False,False,0.11782756473539105,4.800000000000001,0.4803921568627451
baseline_default,0.9594864003247939,0.9863088562384458,1.2349562377305021,0.9931308330322992,False,False,0.12146179388158505,4.800000000000001,0.7156862745098039
baseline_default,0.9227655921823326,0.9735623383023371,1.1796374906202682,0.9866926170758156,False,False,0.12715770835761425,4.800000000000001,0.9509803921568627
baseline_default,0.9975360174769903,0.9991779969208688,1.2959153075205951,0.9995889139561163,False,False,0.11574830479237637,5.0,0.16666666666666666
baseline_default,0.9873799350773637,0.9957754885465433,1.2792597169781883,0.9978855085125703,False,False,0.117255314154911,5.0,0.4019607843137255
baseline_default,0.9669361006890443,0.9888549369202416,1.2465877735103725,0.9944118532063014,False,False,0.12032847039531139,5.0,0.6372549019607843
baseline_default,0.9321367293356279,0.9768469295018406,1.1934464940513965,0.9883556626748417,False,False,0.12568640550511362,5.0,0.8725490196078431
baseline_default,0.9976462236017202,0.9992147914144622,1.2960976334436418,0.9996073186001795,False,False,0.11573202213282371,5.2,0.08823529411764705
baseline_default,0.9902635753027058,0.9967439335812822,1.283959474950568,0.9983706392496596,False,False,0.11682611712162873,5.2,0.3235294117647059
baseline_default,0.9731801403608277,0.9909789032228448,1.2564481301798343,0.9954792319174248,False,False,0.11938415633483464,5.2,0.5588235294117647
baseline_default,0.9428825728625667,0.9805863703268941,1.2095372975056957,0.9902456063074063,False,False,0.12401436508764926,5.2,0.7941176470588235
baseline_default,0.996785823189712,0.9989274576791753,1.2946750963057967,0.9994635849546487,False,False,0.11585918384311815,5.4,0.00980392156862745
baseline_default,0.9922073426775762,0.9973956702365163,1.2871404727116134,0.9986969861107596,False,False,0.11653739679554605,5.4,0.24509803921568626
baseline_default,0.9782969770633764,0.9927126776670194,1.2646054410880045,0.9963496757335747,False,False,0.11861407133512517,5.4,0.4803921568627451
baseline_default,0.9523655325560125,0.9838628102860709,1.2239705515348522,0.9918985854018155,False,False,0.12255196811058962,5.4,0.7156862745098039
baseline_default,0.9116744664046681,0.9696460236602009,1.1635552708183132,0.9847060476443535,False,True,0.1289152339918558,5.4,0.9509803921568627
baseline_default,0.9932071567191636,0.9977305719846495,1.2887807940828333,0.9988646414083004,False,False,0.11638907150750037,5.6000000000000005,0.16666666666666666
baseline_default,0.9823458428286538,0.9940803037965268,1.2711100488367972,0.9970357580938439,False,False,0.1180070916261469,5.6000000000000005,0.4019607843137255
baseline_default,0.960394077905882,0.9866197763268441,1.2363657978615237,0.9932873561162623,False,False,0.12132331730580628,5.6000000000000005,0.6372549019607843
baseline_default,0.9224627331168866,0.9734558157224678,1.1791946137667806,0.9866386359088505,False,False,0.12720546570412572,5.6000000000000005,0.8725490196078431
baseline_default,0.9932433193037061,0.9977426809370991,1.288840175895599,0.9988707027486365,False,False,0.11638370901633856,5.800000000000001,0.08823529411764705
baseline_default,0.9853649251739486,0.9950976455224247,1.275989286969191,0.9975458109380542,False,False,0.11755584590861991,5.800000000000001,0.3235294117647059
baseline_default,0.9670772821432777,0.9889030619559925,1.246809592843563,0.9944360506638573,False,False,0.12030706281133055,5.800000000000001,0.5588235294117647
baseline_default,0.9343407653919145,0.9776162449425311,1.1967242750546316,0.988744776104156,False,False,0.12534215535416657,5.800000000000001,0.7941176470588235
baseline_default,0.9922501937004681,0.997410028402043,1.2872107178008596,0.9987041745352373,False,False,0.11653103716869924,6.0,0.00980392156862745
baseline_default,0.9873737867953448,0.9957734216871541,1.279249721093119,0.9978844728923103,False,False,0.11725623037214733,6.0,0.24509803921568626
baseline_default,0.9725216110746908,0.9907553279307584,1.255403359885673,0.9953669302242315,False,False,0.11948351007572593,6.0,0.4803921568627451
baseline_default,0.9446464788074466,0.981197472083535,1.2122052338681921,0.9905541192485025,False,False,0.12374142249934394,6.0,0.7156862745098039
baseline_default,0.8997180266138824,0.9653884180014984,1.1465264399638215,0.9825417993752599,False,True,0.1308299527787019,6.0,0.9509803921568627
baseline_default,0.9883750678408808,0.9961099079103362,1.2808789815686994,0.9980530584749692,False,False,0.11710708205727147,6.2,0.16666666666666666
baseline_default,0.9768043490098051,0.9922075456762877,1.2622186477607666,0.9960961520617035,False,False,0.11883836470496362,6.2,0.4019607843137255
baseline_default,0.9532970710185389,0.9841834891320062,1.22540041201904,0.9920602213713476,False,False,0.12240896814523784,6.2,0.6372549019607843
baseline_default,0.9120128701855233,0.9697659836710163,1.164041845389098,0.9847669574392396,False,True,0.1288613468615128,6.2,0.8725490196078431
baseline_default,0.9883535038180822,0.9961026635923395,1.2808438638976327,0.9980494292427748,False,False,0.11711029285298451,6.4,0.08823529411764705
baseline_default,0.9799766870919021,0.9932805074199574,1.2672985571788227,0.9966345901519,False,False,0.11836200645088732,6.4,0.3235294117647059
baseline_default,0.9604542756903527,0.9866403898261764,1.2364593553023293,0.9932977324718345,False,False,0.12131413730403065,6.4,0.5588235294117647
baseline_default,0.9251168481934604,0.9743885378434526,1.183082988430764,0.9871112000325367,False,False,0.1267873864021655,6.4,0.7941176470588235
baseline_default,0.9872437779380413,0.9957297147816725,1.2790383769468667,0.9978625728650049,False,False,0.117275605410729,6.6000000000000005,0.00980392156862745
baseline_default,0.9820677746879468,0.9939864982443593,1.2706619043969718,0.9969887147493118,False,False,0.11804871105440648,6.6000000000000005,0.24509803921568626
baseline_default,0.9662543648218075,0.9886224851808504,1.2455173845998746,0.994294967263631,False,False,0.12043187983938727,6.6000000000000005,0.4803921568627451
baseline_default,0.9363266774165575,0.9783083889267251,1.1996875695130094,0.9890947260161869,False,False,0.12503255331793567,6.6000000000000005,0.7156862745098039
baseline_default,0.8867423653771966,0.9607249712926006,1.1283961570892336,0.9801657675867836,False,True,0.1329320372615714,6.6000000000000005,0.9509803921568627
baseline_default,0.9830871840782112,0.9943303068208373,1.2723058492316737,0.9971611233972345,False,False,0.1178961804589539,6.800000000000001,0.16666666666666666
baseline_default,0.9707948076752886,0.9901685863514739,1.2526691960838625,0.995072150109157,False,False,0.11974430317990986,6.800000000000001,0.4019607843137255
baseline_default,0.9456612278236296,0.9815486852173028,1.2137435083367603,0.9907313846980526,False,False,0.12358459507276855,6.800000000000001,0.6372549019607843
baseline_default,0.9006913604387975,0.9657364209681619,1.1479009841745167,0.9827188769436831,False,True,0.13067329157128357,6.800000000000001,0.8725490196078431
baseline_default,0.9830241294441688,0.994309047754708,1.2722040823977157,0.9971504635423086,False,False,0.11790561127370057,7.0,0.08823529411764705
baseline_default,0.9741413459862354,0.9913050582513017,1.2579751674463429,0.9956430366114146,False,False,0.11923923769059458,7.0,0.3235294117647059
baseline_default,0.953338666734164,0.9841978034372714,1.2254643098860916,0.9920674357845259,False,False,0.1224025855260874,7.0,0.5588235294117647
baseline_default,0.9151740364591306,0.970885147705719,1.16859955514297,0.9853350324622793,False,True,0.12835876869869983,7.0,0.7941176470588235
baseline_default,0.9818134771500433,0.9939006961381209,1.2702522535475798,0.9969456831769434,False,False,0.11808678125236757,7.2,0.00980392156862745
baseline_default,0.9763337281980127,0.9920481724837142,1.2614673382439148,0.9960161499174848,False,False,0.1189091429103623,7.2,0.24509803921568626
baseline_default,0.9595301530429117,0.986323847995036,1.2350241343863788,0.993138380733714,False,False,0.12145511640104703,7.2,0.4803921568627451
baseline_default,0.92740455646985,0.9751910648518554,1.1864476795782968,0.9875176197260054,False,False,0.1264278253326055,7.2,0.7156862745098039
baseline_default,0.8725433807669805,0.9555694295181044,1.1089598557921427,0.9775322905322663,False,True,0.13526188456375932,7.2,0.9509803921568627
baseline_default,0.977389093317331,0.9924054948667151,1.2631529732177875,0.9961955096361134,False,False,0.11875046267585963,7.4,0.16666666666666666
baseline_default,0.9643570356016566,0.9879749759286617,1.242544756203768,0.9939693014833836,False,False,0.12071999761061414,7.4,0.4019607843137255
baseline_default,0.9375050469076212,0.9787186199390144,1.2014503417636766,0.9893020815167245,False,False,0.12484910510725442,7.4,0.6372549019607843
baseline_default,0.8883792264960755,0.9613157555408658,1.130663593781765,0.9804670914332608,False,True,0.13266545489298937,7.4,0.8725490196078431
baseline_default,0.9773014958902999,0.9923758461831018,1.2630129485140724,0.9961806285630113,False,False,0.1187636280185996,7.6000000000000005,0.08823529411764705
baseline_default,0.9679020228220002,0.9891841007433173,1.2481064352771631,0.9945773463147579,False,False,0.12018205800428387,7.6000000000000005,0.3235294117647059
baseline_default,0.9457611693101445,0.9815832622078624,1.213895147930516,0.9907488347954797,False,False,0.12356915690430462,7.6000000000000005,0.5588235294117647
baseline_default,0.9044696504471964,0.96708492902882,1.153256241892671,0.9834047495745747,False,True,0.13006649741069418,7.6000000000000005,0.7941176470588235
baseline_default,0.9760060937711379,0.99193719061336,1.260944645251159,0.9959604354498168,False,False,0.11895843371468738,7.800000000000001,0.00980392156862745
baseline_default,0.9702170337615486,0.9899721121936006,1.2517561232648917,0.9949734215880839,False,False,0.11983164868310181,7.800000000000001,0.24509803921568626
baseline_default,0.9523875101851932,0.9838703784160299,1.2240042609636266,0.991902400369241,False,False,0.1225485929942016,7.800000000000001,0.4803921568627451
baseline_default,0.9178807725021085,0.9718413809256853,1.172520008462855,0.9858201462827026,False,False,0.127929586631657,7.800000000000001,0.7156862745098039
baseline_default,0.8568329744708625,0.9497994936671746,1.087927379076437,0.9745765383105988,False,True,0.13787684994869598,7.800000000000001,0.9509803921568627
baseline_default,0.9713278372169641,0.9903497758915308,1.2535123377926394,0.995163189407558,False,False,0.11966376036165792,8.0,0.16666666666666666
baseline_default,0.957534738315852,0.9856396601103702,1.231932555750255,0.9927938632551121,False,False,0.12175991234248129,8.0,0.4019607843137255
baseline_default,0.9288531429108009,0.9756985460276401,1.1885845316976045,0.9877745345370799,False,False,0.12620053180884105,8.0,0.6372549019607843
baseline_default,0.874919129580885,0.9564359224384027,1.1121831896632988,0.9779753953577924,False,True,0.13486986801644688,8.0,0.8725490196078431
baseline_default,0.9712340066653811,0.990317885442665,1.2533638630834532,0.995147166547456,False,False,0.11967793584775828,8.200000000000001,0.08823529411764705
baseline_default,0.961305948240563,0.9869319354007281,1.2377839914171278,0.993444478117832,False,False,0.12118431086531208,8.200000000000001,0.3235294117647059
baseline_default,0.9377603526204215,0.9788074553349604,1.2018327033382565,0.9893469785596654,False,False,0.1248093845202866,8.200000000000001,0.5588235294117647
baseline_default,0.8929548126987497,0.962963358859801,1.1370318012280156,0.98130694683839,False,True,0.1319224315784283,8.200000000000001,0.7941176470588235
baseline_default,0.969871453634904,0.9898545591062875,1.251210412635608,0.9949143463231604,False,False,0.1198839127977148,8.4,0.00980392156862745
baseline_default,0.9637675067646716,0.9877736120840761,1.241623014199334,0.9938680034710655,False,False,0.1208096163526158,8.4,0.24509803921568626
baseline_default,0.9448735243462818,0.9812760762826285,1.2125491966417858,0.9905937953743074,False,False,0.12370632087789288,8.4,0.4803921568627451
baseline_default,0.9077646992035008,0.9682579009473192,1.1579521272757827,0.9840009529201731,False,True,0.129539034012479,8.4,0.7156862745098039
baseline_default,0.8391781788680116,0.9432306407010363,1.0648600785795421,0.9712005754487875,False,True,0.14086357730688032,8.4,0.9509803921568627
baseline_default,0.9649553419813967,0.9881792539979042,1.2434811413063889,0.9940720549756439,False,False,0.12062909119989668,8.6,0.16666666666666666
baseline_default,0.9503804031788948,0.983178738113093,1.2209307223388601,0.991553695458987,False,False,0.12285709357256114,8.6,0.4019607843137255
baseline_default,0.9197448832017192,0.9724988394883196,1.1752296856937363,0.9861535480410639,False,False,0.12763462481077067,8.6,0.6372549019607843
baseline_default,0.8600941000315674,0.9510029678025252,1.0922533578188383,0.9751937788262958,False,True,0.13733077488499612,8.6,0.8725490196078431
baseline_default,0.9648757245855315,0.9881520753257504,1.2433564818737164,0.9940583845001851,False,False,0.12064118552223464,8.8,0.08823529411764705
baseline_default,0.9544093080262934,0.9845660992853201,1.2271104861979842,0.9922530389387474,False,False,0.12223838170004744,8.8,0.3235294117647059
baseline_default,0.9293916291111068,0.9758870585725701,1.1893801218618723,0.987869952907413,False,False,0.1261161148087694,8.8,0.5588235294117647
baseline_default,0.8805812701903432,0.9584947357793736,1.1199116543818046,0.9790274213677925,False,True,0.13393913654983844,8.8,0.7941176470588235
baseline_default,0.963466201237852,0.9876706642184682,1.2411522627071703,0.9938162105712306,False,False,0.12085543773076136,9.0,0.00980392156862745
baseline_default,0.957044145474924,0.985471300051282,1.2311740098144885,0.9927090685266163,False,False,0.12183493056566534,9.0,0.24509803921568626
baseline_default,0.9370525224427665,0.9785611212681196,1.20077299771657,0.9892224773282593,False,False,0.12491953123966396,9.0,0.4803921568627451
baseline_default,0.897091437190103,0.9644480604228053,1.1428273920706922,0.9820631488079188,False,True,0.13125341678082686,9.0,0.7156862745098039
baseline_default,0.8188762197421765,0.9355619325885624,1.0390432477411022,0.9672444496016629,False,True,0.1443635770946999,9.0,0.9509803921568627
baseline_default,0.9583332539348085,0.9859135691648035,1.2331685130642507,0.9929318023753505,False,False,0.12163787707105093,9.200000000000001,0.16666666666666666
baseline_default,0.9429636277502098,0.9806144683343005,1.209659727848948,0.9902597936128629,False,False,0.1240018135238199,9.200000000000001,0.4019607843137255
baseline_default,0.9102533925071928,0.9691419459435819,1.1615147715261491,0.9844500605724508,False,True,0.12914170674119838,9.200000000000001,0.6372549019607843
baseline_default,0.8435954189361714,0.9448827494533856,1.0705765476524343,0.972050755531596,False,True,0.14011141971017463,9.200000000000001,0.8725490196078431
baseline_default,0.958291338304257,0.9858991949333037,1.233103594969942,0.9929245640664872,False,False,0.12164428083080593,9.4,0.08823529411764705
baseline_default,0.9472851149645392,0.9821102037305132,1.2162104494068358,0.9910147302922387,False,False,0.1233339181332945,9.4,0.3235294117647059
baseline_default,0.9207454784695939,0.9728513759343568,1.1766874297017311,0.9863322752763486,False,False,0.1274765041367207,9.4,0.5588235294117647
baseline_default,0.8673299057555528,0.9536624208077006,1.1019261466733676,0.976556381291873,False,True,0.13612527523086618,9.4,0.7941176470588235
baseline_default,0.9568593716629938,0.9854078750569326,1.2308884740161952,0.9926771225801182,False,False,0.12186319326768381,9.600000000000001,0.00980392156862745
baseline_default,0.9501228261297836,0.9830899076999454,1.2205370143140297,0.9915089008623916,False,False,0.12289672352485229,9.600000000000001,0.24509803921568626
baseline_default,0.9290231012326939,0.9757580526826107,1.1888355643156405,0.9878046556928556,False,False,0.12617388350620912,9.600000000000001,0.4803921568627451
